Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3303.0,200.0,8.0,518.0,76.0,4048.0,217.0,247.0,165.0,2190.0,0,22,Spruce/Fir
3099.0,169.0,7.0,30.0,1.0,2096.0,226.0,243.0,151.0,2208.0,0,29,Spruce/Fir
3064.0,21.0,4.0,488.0,73.0,5712.0,217.0,231.0,151.0,5112.0,0,11,Spruce/Fir
3165.0,315.0,15.0,30.0,6.0,5059.0,179.0,227.0,187.0,1106.0,0,28,Spruce/Fir
2395.0,51.0,15.0,417.0,128.0,484.0,226.0,207.0,110.0,957.0,3,2,Douglas-fir
3276.0,94.0,31.0,67.0,26.0,2210.0,250.0,177.0,32.0,708.0,2,38,Krummholz
3008.0,129.0,3.0,90.0,-5.0,1600.0,225.0,237.0,147.0,1260.0,0,22,Spruce/Fir
3137.0,45.0,17.0,335.0,68.0,4425.0,222.0,201.0,107.0,2255.0,0,28,Lodgepole Pine
3247.0,15.0,13.0,1053.0,39.0,3966.0,208.0,213.0,141.0,2496.0,0,22,Spruce/Fir
2975.0,93.0,15.0,258.0,34.0,1814.0,242.0,216.0,100.0,1020.0,0,29,Lodgepole Pine
3320.0,110.0,11.0,560.0,120.0,379.0,239.0,228.0,118.0,331.0,1,37,Lodgepole Pine
2942.0,227.0,11.0,362.0,36.0,5521.0,205.0,250.0,181.0,4951.0,0,28,Lodgepole Pine
2909.0,315.0,1.0,162.0,0.0,4080.0,215.0,237.0,160.0,5671.0,0,7,Lodgepole Pine
3038.0,61.0,11.0,0.0,0.0,3456.0,229.0,218.0,121.0,1358.0,2,22,Spruce/Fir
3184.0,169.0,8.0,210.0,37.0,2916.0,226.0,244.0,151.0,1114.0,2,31,Lodgepole Pine
2842.0,110.0,12.0,228.0,35.0,646.0,241.0,226.0,112.0,2710.0,2,10,Lodgepole Pine
3062.0,242.0,14.0,450.0,133.0,5993.0,193.0,251.0,195.0,1601.0,0,28,Lodgepole Pine
3371.0,231.0,13.0,212.0,116.0,3408.0,200.0,251.0,187.0,437.0,0,38,Spruce/Fir
2998.0,156.0,6.0,524.0,67.0,1952.0,228.0,241.0,147.0,2509.0,2,31,Lodgepole Pine
2940.0,353.0,21.0,351.0,102.0,362.0,179.0,198.0,153.0,1538.0,0,29,Lodgepole Pine
2739.0,107.0,5.0,67.0,3.0,309.0,229.0,234.0,139.0,2516.0,2,30,Lodgepole Pine
3139.0,92.0,26.0,297.0,73.0,1736.0,249.0,191.0,54.0,2700.0,0,28,Lodgepole Pine
2116.0,303.0,32.0,60.0,36.0,300.0,116.0,206.0,222.0,564.0,3,9,Ponderosa Pine
2841.0,34.0,16.0,488.0,147.0,2432.0,216.0,203.0,118.0,2185.0,0,28,Lodgepole Pine
2884.0,178.0,8.0,404.0,127.0,2168.0,224.0,245.0,155.0,684.0,2,30,Lodgepole Pine
2935.0,129.0,10.0,480.0,0.0,4052.0,236.0,234.0,128.0,4404.0,0,22,Lodgepole Pine
3341.0,234.0,12.0,680.0,203.0,1061.0,199.0,251.0,188.0,4383.0,1,32,Lodgepole Pine
2782.0,301.0,24.0,212.0,59.0,2546.0,145.0,221.0,213.0,124.0,2,32,Lodgepole Pine
3132.0,11.0,8.0,153.0,3.0,1230.0,212.0,224.0,150.0,2115.0,0,22,Spruce/Fir
2941.0,194.0,22.0,134.0,54.0,1695.0,211.0,252.0,164.0,1113.0,2,32,Lodgepole Pine
2964.0,56.0,5.0,295.0,53.0,3608.0,224.0,228.0,140.0,1563.0,0,28,Lodgepole Pine
2923.0,271.0,12.0,124.0,10.0,5072.0,187.0,244.0,196.0,1626.0,0,28,Aspen
2939.0,79.0,5.0,216.0,11.0,979.0,226.0,231.0,139.0,2281.0,0,22,Lodgepole Pine
2651.0,27.0,8.0,190.0,8.0,1215.0,217.0,222.0,141.0,5950.0,0,11,Lodgepole Pine
2991.0,218.0,8.0,474.0,105.0,6166.0,211.0,248.0,173.0,5234.0,0,28,Lodgepole Pine
2890.0,46.0,17.0,258.0,-37.0,648.0,223.0,201.0,107.0,2118.0,0,28,Lodgepole Pine
3305.0,192.0,18.0,67.0,-7.0,2769.0,215.0,251.0,163.0,459.0,2,32,Spruce/Fir
3157.0,302.0,3.0,569.0,78.0,5229.0,211.0,238.0,165.0,1001.0,0,28,Lodgepole Pine
3226.0,126.0,10.0,400.0,121.0,1328.0,238.0,233.0,125.0,2442.0,0,28,Spruce/Fir
2926.0,255.0,5.0,391.0,23.0,5504.0,207.0,243.0,174.0,3856.0,0,28,Lodgepole Pine
2795.0,348.0,13.0,153.0,8.0,1956.0,196.0,219.0,161.0,2898.0,0,28,Lodgepole Pine
3090.0,151.0,7.0,85.0,20.0,3461.0,230.0,240.0,143.0,5249.0,0,29,Spruce/Fir
2874.0,222.0,15.0,481.0,179.0,1308.0,200.0,253.0,187.0,1558.0,2,32,Lodgepole Pine
3184.0,153.0,20.0,300.0,93.0,5126.0,240.0,236.0,116.0,1639.0,0,28,Spruce/Fir
2854.0,16.0,13.0,600.0,61.0,2007.0,208.0,213.0,140.0,1114.0,2,10,Lodgepole Pine
3097.0,309.0,6.0,216.0,25.0,2250.0,203.0,236.0,173.0,2214.0,2,31,Spruce/Fir
3018.0,166.0,18.0,120.0,17.0,981.0,232.0,244.0,136.0,624.0,2,23,Lodgepole Pine
3027.0,105.0,13.0,518.0,62.0,5455.0,241.0,224.0,110.0,6031.0,0,11,Spruce/Fir
2519.0,103.0,13.0,201.0,71.0,485.0,241.0,224.0,110.0,942.0,2,1,Ponderosa Pine
2990.0,352.0,15.0,192.0,19.0,2419.0,193.0,213.0,158.0,2106.0,2,23,Spruce/Fir
3252.0,273.0,9.0,480.0,109.0,4455.0,197.0,243.0,185.0,1127.0,0,28,Lodgepole Pine
2723.0,117.0,12.0,362.0,53.0,1357.0,240.0,229.0,118.0,1681.0,0,22,Lodgepole Pine
2745.0,0.0,18.0,60.0,16.0,3182.0,192.0,205.0,148.0,6127.0,0,28,Lodgepole Pine
2988.0,92.0,22.0,0.0,0.0,518.0,248.0,201.0,71.0,1745.0,0,28,Spruce/Fir
3036.0,301.0,4.0,361.0,-3.0,3242.0,208.0,238.0,168.0,797.0,2,31,Lodgepole Pine
2846.0,217.0,17.0,402.0,209.0,987.0,199.0,254.0,187.0,1786.0,2,32,Lodgepole Pine
3194.0,64.0,13.0,218.0,1.0,1931.0,232.0,212.0,110.0,713.0,0,21,Spruce/Fir
3163.0,238.0,24.0,767.0,72.0,4179.0,168.0,252.0,213.0,1026.0,2,32,Lodgepole Pine
2606.0,192.0,22.0,309.0,99.0,2017.0,213.0,251.0,162.0,1727.0,2,1,Ponderosa Pine
3022.0,128.0,13.0,301.0,44.0,560.0,242.0,231.0,116.0,1158.0,0,22,Spruce/Fir
3236.0,239.0,7.0,631.0,2.0,488.0,207.0,246.0,176.0,735.0,2,31,Lodgepole Pine
3288.0,19.0,14.0,234.0,16.0,474.0,208.0,209.0,135.0,1092.0,1,31,Lodgepole Pine
3087.0,194.0,22.0,85.0,14.0,2738.0,210.0,251.0,165.0,1211.0,2,22,Lodgepole Pine
3129.0,84.0,21.0,108.0,6.0,4992.0,244.0,199.0,74.0,1248.0,0,28,Spruce/Fir
3265.0,108.0,12.0,488.0,-19.0,1383.0,240.0,226.0,114.0,2006.0,0,28,Spruce/Fir
3153.0,183.0,23.0,503.0,138.0,1926.0,219.0,248.0,150.0,1036.0,0,28,Lodgepole Pine
3311.0,66.0,11.0,0.0,0.0,1982.0,231.0,217.0,117.0,907.0,2,38,Krummholz
2913.0,357.0,14.0,242.0,-15.0,5378.0,197.0,213.0,153.0,3936.0,0,28,Lodgepole Pine
3191.0,48.0,7.0,743.0,62.0,2430.0,223.0,225.0,138.0,3207.0,2,30,Spruce/Fir
2988.0,251.0,16.0,541.0,82.0,5700.0,184.0,249.0,202.0,5037.0,0,28,Lodgepole Pine
2817.0,55.0,8.0,30.0,6.0,2236.0,225.0,223.0,132.0,2618.0,0,19,Lodgepole Pine
3243.0,358.0,8.0,95.0,16.0,1485.0,208.0,226.0,155.0,2724.0,0,29,Spruce/Fir
3305.0,206.0,18.0,335.0,37.0,3126.0,207.0,253.0,176.0,558.0,2,32,Spruce/Fir
2561.0,66.0,8.0,297.0,126.0,430.0,229.0,224.0,128.0,1019.0,2,10,Lodgepole Pine
3172.0,75.0,3.0,162.0,11.0,934.0,223.0,234.0,147.0,2154.0,1,22,Spruce/Fir
3120.0,189.0,12.0,210.0,61.0,591.0,220.0,249.0,160.0,1452.0,2,31,Lodgepole Pine
3103.0,315.0,10.0,162.0,27.0,2156.0,192.0,232.0,179.0,2290.0,2,31,Lodgepole Pine
3246.0,277.0,12.0,837.0,28.0,3381.0,186.0,242.0,195.0,1050.0,2,21,Spruce/Fir
2826.0,50.0,8.0,553.0,38.0,900.0,224.0,222.0,132.0,1505.0,2,10,Spruce/Fir
3060.0,311.0,14.0,242.0,31.0,3182.0,182.0,230.0,187.0,800.0,2,31,Spruce/Fir
3218.0,256.0,14.0,0.0,0.0,3609.0,186.0,248.0,200.0,1738.0,0,21,Spruce/Fir
2991.0,153.0,7.0,90.0,6.0,5063.0,229.0,241.0,144.0,5029.0,0,28,Lodgepole Pine
2895.0,81.0,14.0,342.0,-32.0,543.0,238.0,214.0,104.0,1875.0,0,28,Lodgepole Pine
2382.0,330.0,9.0,350.0,125.0,1215.0,199.0,229.0,170.0,1167.0,3,1,Ponderosa Pine
2010.0,70.0,23.0,0.0,0.0,212.0,238.0,188.0,69.0,361.0,3,9,Cottonwood/Willow
2948.0,157.0,8.0,466.0,27.0,2746.0,229.0,241.0,145.0,2382.0,2,25,Lodgepole Pine
2807.0,8.0,12.0,745.0,108.0,390.0,206.0,216.0,147.0,1054.0,2,10,Lodgepole Pine
3662.0,357.0,18.0,960.0,250.0,2713.0,189.0,205.0,151.0,1249.0,0,39,Spruce/Fir
3055.0,221.0,16.0,175.0,-20.0,778.0,199.0,253.0,188.0,1594.0,0,29,Lodgepole Pine
3149.0,0.0,19.0,153.0,45.0,1207.0,188.0,200.0,147.0,2768.0,0,29,Spruce/Fir
2982.0,149.0,1.0,295.0,50.0,1718.0,221.0,238.0,154.0,2514.0,2,31,Lodgepole Pine
2868.0,106.0,18.0,120.0,58.0,120.0,247.0,216.0,91.0,589.0,0,29,Lodgepole Pine
3331.0,144.0,7.0,277.0,131.0,3087.0,230.0,239.0,142.0,457.0,2,31,Spruce/Fir
3357.0,94.0,9.0,537.0,66.0,2012.0,235.0,226.0,122.0,2858.0,1,37,Lodgepole Pine
3042.0,268.0,28.0,323.0,47.0,1698.0,137.0,237.0,233.0,3345.0,0,21,Spruce/Fir
2763.0,56.0,23.0,247.0,96.0,272.0,228.0,185.0,79.0,1816.0,0,28,Aspen
3297.0,97.0,13.0,390.0,23.0,957.0,241.0,220.0,106.0,3433.0,1,31,Lodgepole Pine
2968.0,119.0,24.0,297.0,118.0,6134.0,252.0,212.0,73.0,4142.0,0,29,Lodgepole Pine
3212.0,79.0,18.0,108.0,14.0,3316.0,241.0,204.0,87.0,3147.0,2,23,Lodgepole Pine
3273.0,45.0,9.0,201.0,40.0,2970.0,223.0,220.0,131.0,2372.0,0,28,Spruce/Fir
3014.0,251.0,9.0,711.0,118.0,5902.0,201.0,246.0,183.0,6472.0,0,28,Lodgepole Pine
2985.0,25.0,17.0,745.0,166.0,1362.0,210.0,202.0,124.0,2640.0,2,32,Lodgepole Pine
2075.0,229.0,20.0,0.0,0.0,1026.0,187.0,254.0,199.0,295.0,3,16,Cottonwood/Willow
3211.0,33.0,24.0,120.0,33.0,781.0,207.0,180.0,97.0,1558.0,0,21,Spruce/Fir
2980.0,35.0,15.0,420.0,97.0,2391.0,217.0,205.0,119.0,1618.0,2,31,Lodgepole Pine
3070.0,281.0,7.0,120.0,3.0,1383.0,200.0,241.0,180.0,1321.0,0,28,Spruce/Fir
2870.0,53.0,5.0,459.0,58.0,2287.0,223.0,229.0,142.0,1914.0,0,11,Lodgepole Pine
3216.0,233.0,5.0,190.0,20.0,6073.0,212.0,244.0,169.0,1565.0,0,21,Spruce/Fir
2872.0,318.0,7.0,30.0,4.0,1758.0,202.0,234.0,172.0,1167.0,2,22,Spruce/Fir
3262.0,121.0,3.0,268.0,28.0,277.0,224.0,237.0,148.0,808.0,2,31,Spruce/Fir
2927.0,165.0,5.0,162.0,16.0,4620.0,224.0,241.0,152.0,2613.0,0,21,Lodgepole Pine
2997.0,123.0,11.0,127.0,32.0,256.0,239.0,231.0,121.0,1026.0,0,21,Spruce/Fir
3195.0,72.0,5.0,0.0,0.0,2608.0,226.0,230.0,138.0,920.0,0,22,Spruce/Fir
3105.0,40.0,32.0,569.0,234.0,569.0,204.0,154.0,63.0,1825.0,0,29,Spruce/Fir
3142.0,140.0,16.0,335.0,26.0,3316.0,242.0,233.0,115.0,2984.0,0,29,Spruce/Fir
3154.0,127.0,2.0,630.0,-40.0,698.0,223.0,237.0,150.0,1443.0,1,21,Lodgepole Pine
2529.0,155.0,7.0,351.0,25.0,67.0,228.0,241.0,146.0,1947.0,3,5,Ponderosa Pine
3073.0,108.0,9.0,309.0,42.0,4418.0,236.0,230.0,125.0,2461.0,0,28,Spruce/Fir
3317.0,157.0,22.0,524.0,168.0,1533.0,238.0,236.0,116.0,1507.0,1,32,Spruce/Fir
3064.0,79.0,5.0,277.0,31.0,3934.0,226.0,231.0,139.0,2125.0,0,28,Lodgepole Pine
3249.0,137.0,9.0,391.0,58.0,5643.0,235.0,237.0,133.0,2930.0,0,28,Lodgepole Pine
3246.0,298.0,16.0,351.0,55.0,3074.0,175.0,233.0,198.0,1057.0,2,30,Lodgepole Pine
2881.0,7.0,16.0,488.0,83.0,767.0,199.0,207.0,143.0,805.0,2,30,Lodgepole Pine
3039.0,72.0,21.0,255.0,24.0,4536.0,238.0,196.0,79.0,834.0,0,28,Lodgepole Pine
2378.0,329.0,25.0,323.0,181.0,1343.0,151.0,200.0,184.0,816.0,3,1,Ponderosa Pine
2507.0,215.0,19.0,67.0,16.0,1146.0,197.0,254.0,187.0,1237.0,2,3,Ponderosa Pine
2715.0,18.0,10.0,108.0,8.0,2096.0,212.0,219.0,143.0,3968.0,0,11,Lodgepole Pine
3010.0,45.0,5.0,175.0,38.0,2190.0,221.0,229.0,143.0,2564.0,2,31,Spruce/Fir
2830.0,27.0,15.0,258.0,82.0,2550.0,212.0,206.0,127.0,750.0,2,23,Lodgepole Pine
2828.0,69.0,9.0,30.0,7.0,2405.0,230.0,222.0,125.0,2682.0,0,29,Spruce/Fir
2690.0,8.0,10.0,0.0,0.0,808.0,208.0,219.0,148.0,2053.0,2,32,Lodgepole Pine
2337.0,199.0,11.0,216.0,62.0,607.0,216.0,250.0,167.0,738.0,3,3,Ponderosa Pine
3132.0,55.0,18.0,256.0,15.0,4816.0,228.0,200.0,99.0,2729.0,0,28,Spruce/Fir
3262.0,59.0,26.0,108.0,59.0,4858.0,229.0,177.0,66.0,108.0,0,21,Spruce/Fir
3012.0,225.0,1.0,30.0,1.0,5102.0,217.0,239.0,159.0,2598.0,0,22,Spruce/Fir
3275.0,31.0,16.0,134.0,-2.0,1959.0,214.0,203.0,121.0,1892.0,1,22,Lodgepole Pine
3215.0,324.0,17.0,234.0,36.0,4559.0,175.0,220.0,184.0,886.0,2,31,Spruce/Fir
2742.0,9.0,7.0,30.0,3.0,1120.0,212.0,225.0,151.0,2197.0,2,16,Aspen
3111.0,38.0,14.0,297.0,7.0,2871.0,219.0,208.0,121.0,2972.0,2,30,Lodgepole Pine
2905.0,45.0,3.0,323.0,25.0,3782.0,220.0,233.0,150.0,3997.0,0,11,Lodgepole Pine
3033.0,126.0,8.0,150.0,19.0,2958.0,234.0,235.0,132.0,513.0,0,28,Spruce/Fir
3175.0,209.0,17.0,497.0,102.0,1989.0,205.0,254.0,179.0,907.0,0,28,Spruce/Fir
2420.0,341.0,16.0,518.0,178.0,1448.0,184.0,214.0,168.0,601.0,3,5,Ponderosa Pine
2529.0,9.0,14.0,0.0,0.0,690.0,203.0,211.0,143.0,295.0,0,29,Lodgepole Pine
2517.0,148.0,6.0,0.0,0.0,2322.0,228.0,240.0,145.0,797.0,2,9,Douglas-fir
2664.0,72.0,3.0,30.0,-1.0,1632.0,223.0,233.0,146.0,5383.0,0,28,Lodgepole Pine
2934.0,274.0,36.0,404.0,188.0,2730.0,104.0,222.0,244.0,480.0,2,12,Lodgepole Pine
3177.0,73.0,9.0,474.0,61.0,2028.0,230.0,223.0,126.0,2942.0,2,23,Spruce/Fir
2910.0,96.0,11.0,268.0,50.0,3247.0,238.0,224.0,115.0,2727.0,0,11,Lodgepole Pine
3250.0,327.0,10.0,60.0,9.0,3354.0,196.0,229.0,173.0,2083.0,0,28,Spruce/Fir
3299.0,341.0,16.0,769.0,164.0,664.0,185.0,215.0,168.0,2230.0,2,31,Lodgepole Pine
3320.0,204.0,20.0,108.0,-6.0,2797.0,205.0,254.0,176.0,503.0,2,32,Krummholz
2512.0,202.0,24.0,95.0,30.0,832.0,200.0,253.0,175.0,1153.0,2,1,Lodgepole Pine
3243.0,31.0,17.0,295.0,44.0,395.0,214.0,202.0,119.0,1307.0,1,22,Spruce/Fir
2995.0,11.0,13.0,90.0,5.0,3660.0,206.0,213.0,143.0,5085.0,0,28,Lodgepole Pine
3238.0,59.0,6.0,120.0,4.0,3501.0,224.0,228.0,139.0,1879.0,0,37,Spruce/Fir
2954.0,243.0,6.0,840.0,-66.0,1332.0,207.0,245.0,176.0,1790.0,2,30,Lodgepole Pine
3180.0,151.0,20.0,319.0,87.0,255.0,241.0,235.0,113.0,2981.0,1,24,Spruce/Fir
3026.0,68.0,19.0,541.0,206.0,408.0,236.0,200.0,88.0,892.0,2,32,Lodgepole Pine
2932.0,79.0,16.0,589.0,246.0,604.0,239.0,210.0,96.0,1717.0,0,28,Lodgepole Pine
2782.0,127.0,16.0,108.0,28.0,2029.0,245.0,228.0,106.0,850.0,2,30,Aspen
2546.0,15.0,5.0,234.0,25.0,335.0,215.0,229.0,150.0,1343.0,0,11,Lodgepole Pine
3073.0,36.0,19.0,361.0,29.0,2506.0,215.0,195.0,108.0,2862.0,2,30,Lodgepole Pine
3236.0,163.0,19.0,451.0,-94.0,426.0,234.0,242.0,130.0,3311.0,1,22,Lodgepole Pine
2788.0,36.0,8.0,150.0,18.0,1829.0,220.0,222.0,138.0,2802.0,0,28,Lodgepole Pine
3127.0,48.0,14.0,127.0,29.0,108.0,224.0,209.0,116.0,2030.0,1,22,Lodgepole Pine
3624.0,40.0,19.0,782.0,212.0,2791.0,218.0,195.0,105.0,1355.0,0,39,Spruce/Fir
3193.0,113.0,5.0,60.0,3.0,5395.0,230.0,234.0,138.0,2979.0,0,22,Lodgepole Pine
2934.0,273.0,28.0,450.0,300.0,1429.0,135.0,234.0,232.0,1643.0,2,32,Lodgepole Pine
2932.0,149.0,13.0,234.0,16.0,4353.0,236.0,239.0,130.0,4105.0,0,29,Lodgepole Pine
3060.0,63.0,13.0,330.0,0.0,6713.0,231.0,213.0,112.0,2744.0,0,28,Lodgepole Pine
3102.0,284.0,20.0,765.0,332.0,1063.0,159.0,236.0,215.0,1406.0,2,30,Spruce/Fir
3086.0,132.0,11.0,228.0,38.0,3966.0,238.0,234.0,124.0,485.0,0,28,Lodgepole Pine
3261.0,59.0,12.0,67.0,14.0,5773.0,229.0,215.0,117.0,671.0,0,21,Spruce/Fir
2831.0,24.0,14.0,108.0,12.0,2774.0,212.0,209.0,132.0,3958.0,0,28,Lodgepole Pine
3018.0,109.0,11.0,443.0,79.0,484.0,240.0,227.0,116.0,1983.0,2,32,Lodgepole Pine
3006.0,125.0,11.0,603.0,39.0,2817.0,239.0,232.0,122.0,2483.0,2,25,Lodgepole Pine
2660.0,28.0,17.0,150.0,50.0,768.0,210.0,200.0,120.0,1875.0,2,30,Lodgepole Pine
2840.0,45.0,6.0,42.0,6.0,577.0,222.0,227.0,141.0,607.0,2,22,Lodgepole Pine
2875.0,100.0,9.0,350.0,54.0,2362.0,236.0,227.0,122.0,2656.0,0,28,Lodgepole Pine
2745.0,359.0,12.0,0.0,0.0,2054.0,202.0,219.0,153.0,997.0,2,22,Spruce/Fir
2693.0,23.0,17.0,85.0,9.0,1326.0,208.0,202.0,127.0,1878.0,2,32,Lodgepole Pine
2917.0,51.0,12.0,60.0,-6.0,537.0,226.0,214.0,120.0,1873.0,0,28,Lodgepole Pine
2668.0,275.0,16.0,402.0,26.0,767.0,176.0,242.0,205.0,1291.0,0,28,Lodgepole Pine
2959.0,231.0,22.0,127.0,40.0,2895.0,181.0,254.0,204.0,997.0,2,12,Lodgepole Pine
3207.0,181.0,11.0,365.0,53.0,1243.0,224.0,247.0,155.0,2096.0,0,38,Spruce/Fir
3146.0,149.0,6.0,127.0,10.0,4516.0,227.0,240.0,146.0,1922.0,0,21,Spruce/Fir
2924.0,78.0,26.0,85.0,-27.0,470.0,242.0,184.0,56.0,361.0,0,21,Spruce/Fir
2892.0,8.0,16.0,551.0,97.0,3107.0,200.0,206.0,141.0,1360.0,2,31,Lodgepole Pine
2405.0,1.0,14.0,324.0,135.0,872.0,199.0,213.0,150.0,990.0,3,5,Douglas-fir
2995.0,352.0,8.0,331.0,47.0,4121.0,206.0,226.0,158.0,2131.0,0,28,Lodgepole Pine
3126.0,23.0,8.0,242.0,38.0,1917.0,216.0,223.0,144.0,1682.0,0,28,Spruce/Fir
2955.0,98.0,10.0,192.0,50.0,3387.0,237.0,225.0,118.0,1744.0,0,28,Lodgepole Pine
2665.0,337.0,2.0,85.0,-2.0,1915.0,215.0,236.0,159.0,1690.0,2,31,Lodgepole Pine
3390.0,234.0,15.0,573.0,133.0,3540.0,194.0,252.0,193.0,319.0,2,30,Spruce/Fir
3022.0,299.0,2.0,0.0,0.0,3326.0,212.0,238.0,164.0,190.0,0,22,Spruce/Fir
3189.0,277.0,26.0,900.0,125.0,3534.0,142.0,234.0,227.0,2230.0,2,26,Spruce/Fir
3242.0,24.0,14.0,175.0,34.0,1116.0,212.0,209.0,132.0,1978.0,1,22,Spruce/Fir
2663.0,310.0,37.0,42.0,29.0,2586.0,97.0,188.0,217.0,6721.0,0,28,Lodgepole Pine
3025.0,106.0,9.0,300.0,55.0,2292.0,235.0,229.0,125.0,603.0,0,29,Spruce/Fir
2788.0,44.0,26.0,150.0,45.0,1304.0,216.0,175.0,80.0,1090.0,2,32,Spruce/Fir
2872.0,31.0,6.0,319.0,54.0,2357.0,219.0,228.0,145.0,2084.0,0,11,Lodgepole Pine
2650.0,69.0,4.0,120.0,8.0,150.0,224.0,231.0,143.0,644.0,2,10,Lodgepole Pine
3073.0,56.0,5.0,323.0,-10.0,4939.0,224.0,228.0,140.0,1155.0,0,28,Spruce/Fir
2897.0,145.0,18.0,285.0,91.0,2079.0,242.0,234.0,115.0,1179.0,2,31,Aspen
3046.0,212.0,6.0,234.0,19.0,503.0,215.0,246.0,168.0,1116.0,2,22,Lodgepole Pine
2880.0,182.0,16.0,60.0,3.0,4294.0,223.0,249.0,154.0,3751.0,0,29,Spruce/Fir
2903.0,342.0,2.0,30.0,7.0,5421.0,214.0,235.0,159.0,4241.0,0,23,Lodgepole Pine
3305.0,297.0,2.0,210.0,81.0,1380.0,213.0,238.0,163.0,2484.0,0,39,Spruce/Fir
2777.0,268.0,22.0,42.0,6.0,2379.0,158.0,242.0,220.0,778.0,2,12,Lodgepole Pine
2665.0,51.0,3.0,124.0,8.0,162.0,221.0,232.0,147.0,912.0,2,10,Lodgepole Pine
2985.0,144.0,9.0,497.0,118.0,5716.0,233.0,239.0,137.0,4306.0,0,28,Lodgepole Pine
2971.0,333.0,16.0,134.0,21.0,2723.0,182.0,218.0,175.0,618.0,2,31,Spruce/Fir
3323.0,346.0,19.0,319.0,54.0,1189.0,181.0,207.0,163.0,726.0,0,37,Spruce/Fir
3062.0,339.0,4.0,511.0,80.0,2994.0,211.0,234.0,161.0,680.0,2,31,Spruce/Fir
3280.0,6.0,6.0,636.0,82.0,1199.0,212.0,227.0,153.0,1746.0,1,23,Spruce/Fir
3103.0,61.0,11.0,30.0,-2.0,3088.0,229.0,218.0,121.0,5419.0,0,19,Spruce/Fir
2899.0,301.0,12.0,95.0,19.0,3140.0,185.0,234.0,189.0,2122.0,0,28,Lodgepole Pine
3350.0,306.0,8.0,240.0,35.0,1436.0,198.0,236.0,178.0,1945.0,2,31,Spruce/Fir
3421.0,327.0,16.0,984.0,281.0,4235.0,178.0,220.0,181.0,2591.0,2,39,Krummholz
2797.0,99.0,14.0,319.0,46.0,1761.0,242.0,221.0,106.0,591.0,2,30,Lodgepole Pine
3233.0,113.0,9.0,30.0,-1.0,3015.0,236.0,231.0,126.0,2899.0,2,32,Spruce/Fir
3070.0,0.0,17.0,499.0,3.0,3524.0,193.0,206.0,148.0,2863.0,0,28,Lodgepole Pine
3008.0,38.0,26.0,60.0,10.0,5174.0,210.0,174.0,86.0,2163.0,0,28,Spruce/Fir
3379.0,339.0,19.0,524.0,171.0,2340.0,176.0,209.0,170.0,902.0,2,38,Krummholz
3344.0,226.0,16.0,541.0,-8.0,1527.0,196.0,253.0,191.0,4026.0,1,32,Spruce/Fir
2942.0,167.0,17.0,67.0,11.0,4939.0,232.0,244.0,137.0,404.0,0,29,Lodgepole Pine
2025.0,288.0,26.0,67.0,30.0,120.0,140.0,227.0,223.0,256.0,3,4,Ponderosa Pine
3236.0,139.0,16.0,402.0,131.0,1312.0,242.0,233.0,116.0,2397.0,0,28,Spruce/Fir
3034.0,329.0,15.0,560.0,0.0,6565.0,183.0,221.0,177.0,3678.0,0,28,Lodgepole Pine
2869.0,69.0,6.0,182.0,49.0,805.0,226.0,228.0,136.0,499.0,2,32,Lodgepole Pine
2630.0,80.0,13.0,492.0,58.0,1048.0,237.0,215.0,107.0,900.0,2,10,Ponderosa Pine
3045.0,16.0,24.0,330.0,186.0,624.0,192.0,184.0,120.0,2980.0,2,23,Lodgepole Pine
2620.0,78.0,19.0,335.0,-50.0,1230.0,241.0,201.0,83.0,430.0,0,29,Lodgepole Pine
2986.0,337.0,5.0,42.0,0.0,3951.0,208.0,232.0,163.0,794.0,0,22,Spruce/Fir
2629.0,342.0,13.0,150.0,20.0,720.0,193.0,221.0,166.0,1544.0,0,28,Lodgepole Pine
3167.0,216.0,11.0,335.0,64.0,2340.0,209.0,250.0,176.0,931.0,2,31,Lodgepole Pine
3219.0,292.0,10.0,108.0,16.0,4631.0,191.0,238.0,187.0,451.0,0,37,Spruce/Fir
3048.0,6.0,9.0,30.0,7.0,3150.0,209.0,222.0,151.0,418.0,0,28,Spruce/Fir
2817.0,77.0,10.0,42.0,3.0,1116.0,233.0,221.0,119.0,2563.0,2,10,Lodgepole Pine
2726.0,38.0,13.0,300.0,94.0,1019.0,219.0,210.0,123.0,2010.0,2,30,Lodgepole Pine
3197.0,0.0,3.0,30.0,0.0,4220.0,215.0,234.0,156.0,1637.0,0,22,Spruce/Fir
3341.0,191.0,15.0,492.0,191.0,2619.0,218.0,251.0,162.0,841.0,2,32,Spruce/Fir
3041.0,25.0,8.0,150.0,11.0,4669.0,216.0,223.0,143.0,633.0,0,29,Spruce/Fir
3233.0,146.0,9.0,295.0,20.0,5646.0,233.0,239.0,138.0,1226.0,0,21,Spruce/Fir
3086.0,147.0,18.0,285.0,63.0,2742.0,241.0,235.0,116.0,1374.0,2,32,Lodgepole Pine
2867.0,202.0,3.0,532.0,66.0,3660.0,218.0,241.0,160.0,6049.0,0,11,Lodgepole Pine
